,Artist,Title,Duration(m),acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,valence,Popularity
165,Royal Blood,Figure It Out,3.06755,0.262,0.657,0.817,0.00674,0,0.248,-4.415,1,0.0554,107.995,4,https://api.spotify.com/v1/tracks/6V0A3jkb9ntudO0kmcJ1xd,0.651,60
166,Royal Blood,Little Monster,3.538483333333333,0.00122,0.454,0.882,0.00156,5,0.138,-4.251,1,0.06,95.999,4,https://api.spotify.com/v1/tracks/3cuxZTcxBj7AL3bgSCIuWL,0.497,51
167,Royal Blood,Ten Tonne Skeleton,3.1308833333333332,0.000488,0.488,0.879,1.19e-06,7,0.14,-3.329,0,0.0393,86.986,4,https://api.spotify.com/v1/tracks/78ZTkIlW7NLXRCCPecwUyd,0.557,53
168,Royal Blood,Out Of The Black,4.009533333333334,0.000867,0.52,0.981,0.00177,2,0.197,-2.75,1,0.0906,158.937,4,https://api.spotify.com/v1/tracks/2nIulsLMiP2SMTDrtxfQXX,0.633,55
169,Saint Motel,Move,3.157766666666667,0.0179,0.638,0.817,0.0,10,0.338,-5.021,0,0.0636,101.028,4,https://api.spotify.com/v1/tracks/61brtUJwrAQjyZjWpMBRXf,0.716,44
170,Shinedown,Second Chance,3.7011,0.00107,0.46,0.796,0.0,0,0.106,-4.501,0,0.0333,100.011,4,https://api.spotify.com/v1/tracks/0CwYG1UnRmOx8Q1EzElCIL,0.182,69
171,Silversun Pickups,Lazy Eye,5.906,0.0438,0.629,0.809,0.714,4,0.115,-4.886,1,0.0466,127.401,4,https://api.spotify.com/v1/tracks/7emyMM3g0FzmnD63w3TNoE,0.333,0
172,Silversun Pickups,Panic Switch,5.700666666666667,0.000228,0.258,0.879,0.00607,5,0.281,-4.486,0,0.0687,132.229,4,https://api.spotify.com/v1/tracks/2MadCwJX7HVtlWcrc78OX9,0.582,0
173,Simple Plan,Perfect,4.6171,0.0273,0.494,0.672,0.0,3,0.105,-4.877,1,0.0405,156.208,4,https://api.spotify.com/v1/tracks/2TeiKDPE3RdamZG0pp5okI,0.557,43
174,Simple Plan,Welcome To My Life,3.4462166666666665,0.0134,0.421,0.858,0.0,1,0.067,-4.535,1,0.0963,173.255,4,https://api.spotify.com/v1/tracks/10rChmECwPcvTTj4w07hq4,0.491,67
175,Taking Back Sunday,MakeDamnSure,3.4713333333333334,0.00941,0.553,0.837,0.0,6,0.372,-5.608,1,0.0452,140.495,4,https://api.spotify.com/v1/tracks/48O6kz322Dzu1R6Al5147q,0.432,66
176,Starset,Down With the Fallen,4.292933333333333,0.000215,0.317,0.907,0.0,10,0.839,-5.284,0,0.139,175.816,3,https://api.spotify.com/v1/tracks/49oKVRxC5c6yluskBj9zlX,0.247,0
177,Starset,It Has Begun,5.2802,0.00876,0.254,0.724,0.0012,5,0.186,-6.513,1,0.0675,127.888,4,https://api.spotify.com/v1/tracks/3gmTG7nZT01KvhVtiJcKBf,0.123,0
178,Starset,My Demons,4.8006,0.00768,0.274,0.652,6.42e-05,5,0.108,-6.196,0,0.0625,173.009,4,https://api.spotify.com/v1/tracks/0zXXWXseqUw4F7W2PRkRl3,0.1,2
179,Starset,Monster,4.272,0.00146,0.394,0.871,1.29e-06,1,0.0726,-6.772,0,0.0509,97.51,4,https://api.spotify.com/v1/tracks/0criiQKIY1hyU0lRbVhZ8L,0.286,58
180,State Champs,Secrets,3.7403833333333334,0.000143,0.561,0.964,0.0,8,0.0603,-3.312,1,0.0487,105.009,4,https://api.spotify.com/v1/tracks/6XA12laU5GUhas6GcWDLuU,0.579,58
181,Sublime,What I Got,2.8511,0.0172,0.795,0.706,0.000384,7,0.326,-7.494,1,0.101,95.593,4,https://api.spotify.com/v1/tracks/3oVSsJXNADnYAnZWiEWFJH,0.623,25
182,Sublime,Wrong Way,2.2733333333333334,0.0738,0.662,0.667,0.0,9,0.0896,-6.199,1,0.0366,149.388,4,https://api.spotify.com/v1/tracks/1kWja6NVaLZThMop9MYVDz,0.916,5
183,Sublime,Santeria,3.0533333333333332,0.0223,0.673,0.772,1.23e-06,1,0.141,-5.246,0,0.0427,90.356,4,https://api.spotify.com/v1/tracks/6cJqlSO19vsfCsH1FeFI35,0.585,24
184,Sublime,Date Rape,3.5928833333333334,0.0087,0.62,0.706,0.000112,4,0.422,-8.023,0,0.23,102.029,4,https://api.spotify.com/v1/tracks/0ManjhaoAvBeijzAqTmSK3,0.796,54
185,Sum 41,Fat Lip,2.9711,0.000618,0.574,0.911,0.0,9,0.0769,-5.176,1,0.0715,98.075,4,https://api.spotify.com/v1/tracks/4KacUpvbA3Mfo05gttTjhN,0.573,67
186,Sum 41,In Too Deep,3.45155,0.000178,0.577,0.838,1.07e-06,9,0.0588,-5.793,1,0.0586,116.048,4,https://api.spotify.com/v1/tracks/1HNE2PX70ztbEl6MLxrpNL,0.802,66
187,Sum 41,We're All To Blame,3.648433333333333,0.00168,0.211,0.898,0.0,8,0.0943,-4.79,0,0.118,159.623,4,https://api.spotify.com/v1/tracks/5VHlPVjm2Qis5txaHXbzlw,0.3,0
188,Sum 41,The Hell Song,3.3082166666666666,0.00014,0.356,0.929,0.00674,8,0.359,-5.464,0,0.0904,173.413,4,https://api.spotify.com/v1/tracks/17XgxMFNzBYv38TEJRC18D,0.694,57
189,Sum 41,Over My Head (Better Off Dead),2.4884333333333335,0.00227,0.444,0.916,0.00295,7,0.0779,-4.394,1,0.0822,184.292,4,https://api.spotify.com/v1/tracks/3SO0vfryYv381w1ImgWONG,0.848,49
190,Sum 41,Still Waiting,2.64555,0.000859,0.424,0.949,5.84e-05,7,0.279,-4.821,1,0.265,191.928,4,https://api.spotify.com/v1/tracks/2OMqSRS11ly56zg9u5za6c,0.528,63
191,Sum 41,Underclass Hero,3.23555,0.00109,0.353,0.986,0.0,9,0.0944,-2.933,1,0.149,191.987,4,https://api.spotify.com/v1/tracks/6dXizHF3KbmdvOgvMAhnQC,0.756,48
192,Third Eye Blind,Semi-Charmed Life,4.472666666666667,0.00832,0.64,0.864,0.0,7,0.123,-6.576,1,0.0315,102.026,4,https://api.spotify.com/v1/tracks/42et6fnHCw1HIPSrdPprMl,0.7,74
193,Thirty Seconds To Mars,ATTACK,3.136433333333333,0.00339,0.333,0.877,0.000925,5,0.769,-1.894,0,0.0602,175.011,4,https://api.spotify.com/v1/tracks/0lHSJ0ZP8uUPnJXhMdGjOK,0.286,57
194,Thirty Seconds To Mars,A Beautiful Lie,4.088433333333334,0.00291,0.479,0.929,0.292,9,0.171,-5.106,0,0.0921,159.949,3,https://api.spotify.com/v1/tracks/0mmaX70fKuhgg0hDrfsS29,0.344,54
195,Thirty Seconds To Mars,The Kill,3.8588833333333334,0.0014,0.309,0.912,0.000271,4,0.582,-3.881,0,0.0646,183.035,3,https://api.spotify.com/v1/tracks/0lP4HYLmvowOKdsQ7CVkuq,0.302,70
196,Thirty Seconds To Mars,From Yesterday,4.122883333333333,0.00578,0.467,0.876,0.00592,10,0.035,-4.841,1,0.0693,135.055,4,https://api.spotify.com/v1/tracks/1JBa9B1iA4yNVpJ5wVGrZH,0.131,56
197,Thirty Seconds To Mars,Kings and Queens,5.794433333333333,0.0401,0.293,0.816,2.95e-05,8,0.13,-5.432,1,0.0844,164.982,4,https://api.spotify.com/v1/tracks/4sjLcE0GQ6urc4iUXsUPe9,0.148,66
198,Thirty Seconds To Mars,Walk On Water,3.1371166666666666,0.000119,0.492,0.761,0.0,8,0.0934,-7.041,1,0.0363,139.98,4,https://api.spotify.com/v1/tracks/5UMD1Iz7yyVK8Q5FLsVt3q,0.395,39
199,Tickle Me Pink,Madeline,3.633766666666667,0.0149,0.462,0.847,6.22e-06,11,0.221,-3.518,1,0.0498,157.025,4,https://api.spotify.com/v1/tracks/35sFrMX75ZeZmGdrkGuGH8,0.364,30
200,Train,Drive By,3.2662166666666668,0.00107,0.765,0.837,1.06e-05,1,0.0801,-3.113,0,0.032,122.028,4,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,0.721,62
201,WALK THE MOON,One Foot,4.356183333333333,0.00773,0.581,0.826,1.56e-06,0,0.792,-4.87,1,0.0357,100.018,4,https://api.spotify.com/v1/tracks/3yWsWi2PAo9s6elIhnywIS,0.492,72
202,We The Kings,"Check Yes, Juliet",3.6691,0.00232,0.349,0.914,0.0,2,0.157,-4.169,1,0.0721,166.839,4,https://api.spotify.com/v1/tracks/3Jkp1ZJykzl8dy27WzaLP5,0.361,1
203,Weezer,Beverly Hills,3.2682166666666665,0.107,0.542,0.819,0.0,5,0.187,-3.735,1,0.161,175.711,4,https://api.spotify.com/v1/tracks/1yKu2MhpwzDXXH2tzG6xoa,0.714,66
204,Weezer,Buddy Holly,2.6597666666666666,0.00611,0.535,0.931,7.26e-05,8,0.0887,-4.012,1,0.0451,120.958,4,https://api.spotify.com/v1/tracks/7GptbanebPZYkLPvjNfd6m,0.825,66
205,Weezer,Say It Ain't So,4.281333333333333,0.00328,0.635,0.435,6.78e-06,3,0.071,-7.521,1,0.031,76.098,4,https://api.spotify.com/v1/tracks/4YPhn26bIFm2KUkL1VLzQG,0.459,70
206,Weezer,Island In The Sun,3.338433333333333,0.0108,0.646,0.778,0.00654,4,0.144,-6.222,0,0.0273,114.647,4,https://api.spotify.com/v1/tracks/2MLHyLy5z5l5YRp7momlgw,0.782,73
207,Weezer,Pork And Beans,3.1524833333333335,0.0116,0.597,0.632,8.15e-06,6,0.155,-6.615,1,0.0326,119.821,4,https://api.spotify.com/v1/tracks/1iYJ7LzmVg5SMlsA6er8HD,0.685,0
208,The White Stripes,Seven Nation Army,3.8633333333333333,0.00576,0.75,0.462,0.545,0,0.307,-7.664,1,0.0779,123.865,4,https://api.spotify.com/v1/tracks/3ctoHckjyd13eBi2IDw2Ip,0.309,19
209,The Wombats,Greek Tragedy,3.4926166666666667,0.00257,0.515,0.869,2.01e-06,11,0.21,-4.732,1,0.0672,93.24,4,https://api.spotify.com/v1/tracks/28C4nmrd7BTu0XbOmaTHZr,0.452,58
210,The Wombats,Jump Into The Fog,3.87235,0.00214,0.462,0.897,0.0,4,0.254,-7.168,1,0.0516,157.948,4,https://api.spotify.com/v1/tracks/3l8dM1wjgFh98jpiq5ZCe7,0.671,46
211,X Ambassadors,Jungle - The MADE Edit,4.5713333333333335,8.61e-05,0.407,0.868,0.205,2,0.369,-5.556,1,0.0926,77.968,4,https://api.spotify.com/v1/tracks/6dAIC2Hqes5KXEap8ADXEo,0.11,33
212,X Ambassadors,Renegades,3.2431,0.0123,0.528,0.866,0.0388,11,0.347,-5.96,0,0.0831,89.989,4,https://api.spotify.com/v1/tracks/3wLfy6C6qhOxHpU64YYKGz,0.542,8
213,X Ambassadors,Unsteady,3.2257666666666664,0.177,0.598,0.673,0.000316,9,0.203,-6.134,0,0.0469,117.02,4,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,0.255,73
214,Yellowcard,Lights And Sounds,3.4697666666666667,8.48e-05,0.344,0.972,0.0,11,0.293,-3.675,0,0.116,167.819,4,https://api.spotify.com/v1/tracks/4XOZaPYeMn9hcbpyS90NnD,0.387,61
215,Yellowcard,Way Away,3.3682166666666666,6.93e-06,0.357,0.959,3.91e-05,2,0.0825,-4.081,0,0.113,179.644,4,https://api.spotify.com/v1/tracks/63IIUzd6eJBfCGIcF8MFnJ,0.364,58
216,Yellowcard,Breathing,3.6451,3.5e-05,0.382,0.932,0.0,4,0.243,-3.726,0,0.0716,179.581,4,https://api.spotify.com/v1/tracks/0DxN6Ywom8nnndyQXdSBPy,0.57,59
217,Yellowcard,Ocean Avenue,3.3044333333333333,3.43e-05,0.486,0.904,2.83e-05,6,0.0947,-3.751,0,0.0638,173.734,4,https://api.spotify.com/v1/tracks/23oxJmDc1V9uLUSmN2LIvx,0.786,72
218,Yellowcard,Only One,4.289983333333334,8e-05,0.477,0.907,7.82e-05,1,0.149,-4.814,0,0.0899,81.291,4,https://api.spotify.com/v1/tracks/0gZp88SA5OcujHLDGkxtI3,0.304,64
219,Young Guns,Bones,3.2946666666666666,3.26e-06,0.351,0.88,0.552,6,0.298,-3.651,0,0.0564,157.016,4,https://api.spotify.com/v1/tracks/7e5xSRGOpvzqIGN40g5Rtp,0.536,46
220,Young the Giant,My Body,4.073333333333333,0.0011,0.488,0.909,1.02e-05,10,0.456,-6.591,1,0.0929,129.774,4,https://api.spotify.com/v1/tracks/1KDYN3odJHnj9pqGHN3FVs,0.643,65
221,Young the Giant,Cough Syrup,4.158666666666667,0.0343,0.534,0.721,6.24e-06,11,0.115,-7.307,0,0.0417,128.978,3,https://api.spotify.com/v1/tracks/1UqhkbzB1kuFwt2iy4h29Q,0.225,70
222,Foo Fighters,Monkey Wrench,3.858,1.83e-05,0.399,0.953,2.53e-05,4,0.149,-4.276,1,0.0752,174.216,4,https://api.spotify.com/v1/tracks/44wXefe8WB9Fd6xwtmAwbR,0.555,67
223,Foo Fighters,My Hero,4.3337666666666665,6.2e-05,0.374,0.927,0.000177,4,0.0575,-4.212,1,0.0652,154.047,4,https://api.spotify.com/v1/tracks/4dVbhS6OiYvFikshyaQaCN,0.301,69
224,Foo Fighters,Everlong,4.175766666666667,5.96e-05,0.412,0.882,0.00031,11,0.0805,-5.54,0,0.0369,158.066,4,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,0.356,78
225,Foo Fighters,The Sky Is A Neighborhood,4.076216666666666,0.000799,0.358,0.549,0.00503,11,0.22,-7.843,0,0.0693,130.733,4,https://api.spotify.com/v1/tracks/3kdMzXOcrDIdSWLdONHNK5,0.533,73
226,Foo Fighters,The Pretender,4.48955,0.000917,0.433,0.959,0.0,9,0.028,-4.04,1,0.0431,172.984,4,https://api.spotify.com/v1/tracks/7x8dCjCr0x6x2lXKujYD34,0.365,76
227,Foo Fighters,Best of You,4.24955,0.00092,0.377,0.942,8.88e-05,1,0.126,-4.543,0,0.07,129.955,4,https://api.spotify.com/v1/tracks/1sn6iOK93jnp0Hn5BnNOXy,0.348,62
228,Foo Fighters,No Way Back,3.2762166666666666,1.26e-05,0.254,0.959,7.31e-06,9,0.483,-3.447,1,0.0672,186.438,4,https://api.spotify.com/v1/tracks/2MKEQhvPb2VaJXjx5X8Yg6,0.525,55
229,Foo Fighters,Learn to Fly,3.92155,1.83e-05,0.465,0.919,2.07e-05,4,0.262,-4.025,1,0.0408,135.997,4,https://api.spotify.com/v1/tracks/5OQsiBsky2k2kDKy2bX2eT,0.537,73
230,Foo Fighters,All My Life,4.3788833333333335,0.000231,0.583,0.586,0.000633,5,0.494,-5.683,1,0.0518,167.798,4,https://api.spotify.com/v1/tracks/40Gxnw5Vc8hnhGFknXHe3R,0.622,70
231,Foo Fighters,Times Like These,4.427333333333333,1.17e-05,0.373,0.905,7.53e-06,4,0.321,-3.793,0,0.0823,144.574,4,https://api.spotify.com/v1/tracks/2ql32BJPN3hnyboml4JfER,0.274,60
232,blink-182,I Miss You,3.7875,0.00123,0.421,0.729,3.33e-06,11,0.0891,-8.328,1,0.0477,110.002,4,https://api.spotify.com/v1/tracks/1AdYZ6X00nXmO613Y7GJOl,0.603,59
233,blink-182,Always,4.198216666666666,0.00974,0.468,0.955,0.0125,11,0.164,-3.82,1,0.0892,158.328,4,https://api.spotify.com/v1/tracks/1JfNuvdAIqI3ggkzXuBvPp,0.592,53
234,blink-182,Bored To Death,3.9268833333333335,0.00575,0.502,0.966,1.56e-06,0,0.117,-3.876,1,0.0946,159.948,4,https://api.spotify.com/v1/tracks/34hoCwSsssai61QCqzGYtX,0.638,58
235,blink-182,She's Out Of Her Mind,2.712,0.00448,0.447,0.967,0.0,0,0.487,-2.706,1,0.0793,179.991,4,https://api.spotify.com/v1/tracks/6EE19skJ32p58xihYj2Waa,0.606,67
236,blink-182,Left Alone,3.1624333333333334,0.0113,0.463,0.952,0.0,9,0.0715,-3.828,1,0.147,170.066,4,https://api.spotify.com/v1/tracks/4GWOuX0NMBTLKyUb8aLHnL,0.429,49
237,blink-182,What's My Age Again?,2.4762166666666667,0.017,0.403,0.956,7.09e-05,6,0.0893,-7.376,1,0.0732,157.706,4,https://api.spotify.com/v1/tracks/5JZcX7TTLx4l0xFIXJ3DBt,0.561,71
238,blink-182,Adam's Song,4.16255,0.039,0.514,0.771,0.0,0,0.262,-5.756,1,0.0364,136.058,4,https://api.spotify.com/v1/tracks/43NhiKnrtGqztxDqXrcUux,0.359,64
239,blink-182,All The Small Things,2.8,0.0122,0.439,0.891,0.0,0,0.547,-4.764,1,0.057,148.599,4,https://api.spotify.com/v1/tracks/7yCPwWs66K8Ba5lFuU2bcx,0.695,73
240,blink-182,Anthem,3.6266666666666665,0.00129,0.254,0.912,0.0,4,0.109,-5.1,1,0.175,101.515,4,https://api.spotify.com/v1/tracks/0tf5uvGacL1KMmB7E24BCN,0.647,49
241,blink-182,Dammit,2.7711,2.54e-05,0.384,0.981,1.9e-05,0,0.106,-4.209,1,0.0872,109.052,4,https://api.spotify.com/v1/tracks/1iZTuY3wspO4DxFXBD58WX,0.307,7
242,blink-182,Feeling This,2.8962166666666667,0.0983,0.401,0.979,0.0,4,0.202,-3.423,1,0.129,173.745,4,https://api.spotify.com/v1/tracks/5oomlbcQ6EkLuHWNsyUd1x,0.556,0
243,blink-182,Anthem Part Two,3.7866666666666666,0.00015,0.555,0.922,1.44e-06,0,0.114,-3.789,1,0.0445,103.096,4,https://api.spotify.com/v1/tracks/24CRDgNOgA72JLL7PHFjgB,0.592,56
244,blink-182,First Date,2.8588833333333334,0.000642,0.582,0.914,0.0,0,0.187,-4.269,1,0.0415,95.597,4,https://api.spotify.com/v1/tracks/1fJFuvU2ldmeAm5nFIHcPP,0.857,67
245,blink-182,The Rock Show,2.86,0.000389,0.418,0.959,0.0,9,0.0708,-4.563,1,0.111,193.074,4,https://api.spotify.com/v1/tracks/2ydUT1pFhuLDnouelIv4WH,0.824,61
246,blink-182,Stay Together For The Kids,3.9888833333333333,0.00148,0.515,0.766,1.11e-05,2,0.146,-4.831,1,0.0346,145.125,4,https://api.spotify.com/v1/tracks/3YD9EehnGOf88rGSZFrnHg,0.235,56
247,American Authors,Best Day Of My Life,3.2373333333333334,0.0629,0.673,0.902,0.000174,2,0.0552,-2.378,1,0.0347,100.016,4,https://api.spotify.com/v1/tracks/5Hroj5K7vLpIG4FNCRIjbP,0.521,70
248,American Authors,I'm Born To Run,3.4486666666666665,0.0547,0.618,0.934,0.0,8,0.11,-5.562,1,0.0498,126.035,4,https://api.spotify.com/v1/tracks/6zDs6zI94L761vd0cVScTT,0.724,60
249,Switchfoot,Meant to Live,3.330216666666667,0.00415,0.396,0.905,0.0,2,0.42,-3.948,1,0.0467,151.503,4,https://api.spotify.com/v1/tracks/79cAPxneo5AvbNgR6ch3Cj,0.514,56
250,Eve 6,Inside Out,3.657766666666667,0.114,0.483,0.818,0.0,11,0.367,-7.666,1,0.0444,175.668,4,https://api.spotify.com/v1/tracks/4GiVcDqNQI0fc0yYuRGH9m,0.691,66
251,Good Charlotte,The Anthem,2.9182166666666665,0.00666,0.494,0.939,0.0,1,0.139,-3.127,1,0.126,177.751,4,https://api.spotify.com/v1/tracks/0BRHnOFm6sjxN1i9LJrUDu,0.893,72
252,Good Charlotte,Lifestyles of the Rich & Famous,3.16955,0.00043,0.62,0.93,0.0,1,0.0686,-3.685,1,0.0374,106.22,4,https://api.spotify.com/v1/tracks/2g2a5kDeZexbUTD8abcvm6,0.609,69
253,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),4.066666666666666,0.0226,0.64,0.884,0.0,6,0.187,-2.609,1,0.0428,124.968,4,https://api.spotify.com/v1/tracks/6BLLQndvA0rLbLcIZmuuEJ,0.573,61
254,Good Charlotte,Misery,3.8228833333333334,0.0747,0.343,0.977,0.0,11,0.345,-1.708,1,0.223,123.284,4,https://api.spotify.com/v1/tracks/4bvTJU3T4h32HsXmrQmn3r,0.564,41
255,Good Charlotte,Girls & Boys,3.0582166666666666,0.00212,0.663,0.72,0.0,3,0.358,-5.497,1,0.0331,135.342,4,https://api.spotify.com/v1/tracks/65mxB9IWpmVo4qUjdGSxRB,0.608,62
256,Taking Back Sunday,Cute Without The 'E' (Cut From The Team),3.5257666666666667,0.0333,0.361,0.868,0.0,1,0.0713,-4.366,0,0.0483,93.948,4,https://api.spotify.com/v1/tracks/6PsISpFaCEKwysPfwO9SfC,0.534,65
257,Story Of The Year,Until The Day I Die,3.92,0.127,0.597,0.931,0.0,11,0.0504,-4.591,0,0.0984,92.003,4,https://api.spotify.com/v1/tracks/0DKNNR9iDjwfCEpMiFXMJq,0.534,64
258,Relient K,Who I Am Hates Who I've Been,3.8711,0.00289,0.398,0.902,0.0,3,0.066,-3.518,1,0.0861,166.823,4,https://api.spotify.com/v1/tracks/23zxVVtHjo2mbtAoAg5XB4,0.491,54
259,Relient K,Be My Escape,4.00755,0.00605,0.554,0.864,0.0,9,0.132,-5.062,1,0.0394,112.523,4,https://api.spotify.com/v1/tracks/3Vi93V7o1tT28Cut4gSWi3,0.299,62
260,The Classic Crime,The Fight - Albatross Album Version,3.2948833333333334,0.0167,0.613,0.964,0.0,5,0.75,-5.199,0,0.0736,112.069,4,https://api.spotify.com/v1/tracks/5qbNox9Z5Ya6QpA4rYa8zE,0.588,33
261,Fall Out Boy,"Dance, Dance",3.0044333333333335,0.00494,0.616,0.961,0.0,11,0.078,-3.144,0,0.139,114.492,4,https://api.spotify.com/v1/tracks/0a7BloCiNzLDD9qSQHh5m7,0.523,70
262,The Classic Crime,Gravedigging,3.7497666666666665,4.03e-05,0.204,0.939,0.0,8,0.684,-3.931,1,0.169,174.858,4,https://api.spotify.com/v1/tracks/2Ll2RNjMr4nQ8nvog9SeVb,0.534,31
263,All Time Low,"Dear Maria, Count Me In",3.0471,0.00725,0.465,0.896,0.0,2,0.206,-3.126,1,0.0795,181.014,4,https://api.spotify.com/v1/tracks/0J69x3mqm7U6tBPKsjpsWR,0.569,65
264,Emery,Studying Politics,3.5164333333333335,0.000906,0.446,0.964,0.0,10,0.131,-5.47,0,0.169,164.009,4,https://api.spotify.com/v1/tracks/69YAlTHsJSww392VeNOa7Z,0.308,41
265,The Red Jumpsuit Apparatus,False Pretense,2.494,0.00137,0.509,0.93,0.0,0,0.152,-2.689,0,0.0474,154.95,4,https://api.spotify.com/v1/tracks/2ZICF8SFI5tHttaLJKMY1X,0.783,63
266,Ivoryline,Hearts And Minds,3.78355,0.00214,0.488,0.94,0.0,5,0.366,-4.766,0,0.0675,76.999,4,https://api.spotify.com/v1/tracks/2BzyuWMhV9wp3OqrWQzX5Y,0.818,26
267,3 Doors Down,It's Not My Time,4.032666666666667,0.00151,0.54,0.928,2.58e-06,0,0.135,-4.823,1,0.0671,128.037,4,https://api.spotify.com/v1/tracks/0uybt73QFXaLCoxuVf6fhm,0.285,62
268,Neck Deep,Wish You Were Here,4.13755,0.428,0.528,0.496,0.0,10,0.0898,-6.318,1,0.0267,159.965,3,https://api.spotify.com/v1/tracks/41dBaqp4zM57WTfZ72NAf5,0.538,61
269,Neck Deep,December,3.6492333333333336,0.626,0.542,0.439,0.0,2,0.109,-7.728,1,0.0272,144.945,4,https://api.spotify.com/v1/tracks/38hoUe0bZq5OYdixN0Ozki,0.466,61
270,Neck Deep,Motion Sickness,3.41875,0.000372,0.578,0.983,0.00221,7,0.322,-3.008,1,0.0824,105.013,4,https://api.spotify.com/v1/tracks/2zb0TZbEprJhFjrbW74cWt,0.397,57
271,Neck Deep,Happy Judgement Day,3.5501666666666667,0.00021,0.529,0.975,0.0,6,0.321,-3.484,1,0.0817,93.931,4,https://api.spotify.com/v1/tracks/4IMVgt2FWmFiZK8SLZfTDA,0.63,56
272,All Time Low,Damned If I Do Ya (Damned If I Don't),3.1166666666666667,0.00635,0.554,0.902,0.0,4,0.328,-4.018,1,0.0569,126.022,4,https://api.spotify.com/v1/tracks/4gMeruhokXjt6JtrYoOPCk,0.657,44
273,All Time Low,"Dear Maria, Count Me In",3.0471,0.00725,0.465,0.896,0.0,2,0.206,-3.126,1,0.0795,181.014,4,https://api.spotify.com/v1/tracks/18HtrVceFUqG9aukMZN2et,0.569,0
274,The All-American Rejects,"Swing, Swing",3.887766666666667,7.78e-05,0.54,0.691,0.331,7,0.0413,-5.888,1,0.0306,127.946,4,https://api.spotify.com/v1/tracks/4jVhSbMMHctghoOTFuLPB2,0.367,63
275,The All-American Rejects,Dirty Little Secret,3.22755,0.0004,0.453,0.942,2.65e-06,10,0.667,-4.256,1,0.0466,143.85,4,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,0.457,69
276,The All-American Rejects,Stab My Back,3.1551,0.000209,0.538,0.878,0.0,4,0.0534,-3.421,0,0.0442,135.824,4,https://api.spotify.com/v1/tracks/1j0FJGKv1ZEaTjNz7wAPwF,0.721,40
277,The All-American Rejects,It Ends Tonight,4.080433333333334,0.00275,0.335,0.676,0.0,0,0.141,-4.68,1,0.0301,175.845,4,https://api.spotify.com/v1/tracks/1FMHNVeJ9s1x1l1WlaRs2I,0.341,61
278,The All-American Rejects,Move Along,3.981333333333333,0.000198,0.529,0.922,0.0,3,0.26,-3.84,1,0.0459,109.847,4,https://api.spotify.com/v1/tracks/2l57cfmCnOkwNX1tky02n1,0.628,67
279,Fall Out Boy,"A Little Less Sixteen Candles, A Little More ""Touch Me""",2.838,0.00518,0.544,0.9,0.0,7,0.271,-3.117,1,0.0618,133.08,4,https://api.spotify.com/v1/tracks/3IcGfl8jVOapoWGRV9QP3u,0.708,40
280,Fall Out Boy,"Dance, Dance",3.024,0.00465,0.628,0.967,0.0,11,0.0415,-2.828,0,0.108,114.495,4,https://api.spotify.com/v1/tracks/4GKQVC6SImVOlYabUNLBtD,0.527,46
281,Boys Like Girls,The Great Escape,3.442,0.00166,0.423,0.94,0.0,1,0.178,-4.012,0,0.0635,149.934,4,https://api.spotify.com/v1/tracks/6GIrIt2M39wEGwjCQjGChX,0.505,67
282,New Found Glory,My Friends Over You,3.67,0.000291,0.398,0.978,0.0,2,0.0947,-4.001,1,0.133,177.797,4,https://api.spotify.com/v1/tracks/12mF5rnbbT7jNqiBv8NBFt,0.441,64
283,Oasis,Wonderwall - Remastered,4.3122,0.000453,0.372,0.865,0.0,2,0.234,-4.918,1,0.0381,174.53,4,https://api.spotify.com/v1/tracks/5wj4E6IsrVtn8IBJQOd0Cl,0.478,74
284,Kings of Leon,Sex on Fire,3.3891,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,https://api.spotify.com/v1/tracks/0ntQJM78wzOLVeCUAW7Y45,0.374,78
285,Franz Ferdinand,Take Me Out,3.9504333333333332,0.000423,0.278,0.676,0.000899,9,0.136,-8.821,1,0.0371,104.545,4,https://api.spotify.com/v1/tracks/6ooluO7DiEhI1zmK94nRCM,0.494,74
286,3 Doors Down,Kryptonite,3.8971,0.00624,0.545,0.86,2.18e-05,11,0.165,-5.054,0,0.0306,99.031,4,https://api.spotify.com/v1/tracks/6ZOBP3NvffbU4SZcrnt1k6,0.581,73
287,Moose Blood,It's Too Much,3.9426666666666668,1.32e-05,0.532,0.598,2.29e-05,8,0.0729,-5.826,0,0.0276,92.033,4,https://api.spotify.com/v1/tracks/5cfWjuHbGmQdroEhiuNbwv,0.133,54
288,Moose Blood,Knuckles,3.747333333333333,4.12e-05,0.579,0.781,8.66e-05,6,0.108,-6.131,0,0.0363,137.965,4,https://api.spotify.com/v1/tracks/5U9qCuVeVJBWfW7dktnCDe,0.728,54
